,2021,2020,2019,2018
intangibleAssets,1557000000.0,1596000000.0,1380000000.0,1859000000.0
totalLiab,65680000000.0,62147000000.0,61580000000.0,58803000000.0
totalStockholderEquity,18431000000.0,12937000000.0,11413000000.0,11288000000.0
minorityInterest,3000000.0,7000000.0,18000000.0,17000000.0
otherCurrentLiab,1438000000.0,1116000000.0,1081000000.0,49000000.0
totalAssets,84114000000.0,75091000000.0,73011000000.0,70108000000.0
commonStock,5054000000.0,4895000000.0,4642000000.0,4474000000.0
otherCurrentAssets,43000000.0,59000000.0,21000000.0,90000000.0
retainedEarnings,36449000000.0,31646000000.0,29852000000.0,27553000000.0
otherLiab,5063000000.0,6037000000.0,6590000000.0,6345000000.0
goodWill,3291000000.0,3081000000.0,2917000000.0,3101000000.0
treasuryStock,-23072000000.0,-23604000000.0,-23081000000.0,-20739000000.0
otherAssets,5652000000.0,3370000000.0,3443000000.0,3191000000.0
cash,7188000000.0,6145000000.0,3175000000.0,3195000000.0
totalCurrentLiabilities,27533000000.0,23071000000.0,24741000000.0,25130000000.0
deferredLongTermAssetCharges,1037000000.0,1499000000.0,1466000000.0,808000000.0
shortLongTermDebt,1347000000.0,168000000.0,710000000.0,1320000000.0
otherStockholderEquity,-2539000000.0,-5539000000.0,-5607000000.0,-4427000000.0
propertyPlantEquipment,6074000000.0,6102000000.0,5929000000.0,5821000000.0
totalCurrentAssets,60340000000.0,53412000000.0,50853000000.0,48660000000.0
longTermInvestments,153000000.0,174000000.0,199000000.0,192000000.0
netTangibleAssets,13583000000.0,8260000000.0,7116000000.0,6328000000.0
shortTermInvestments,3000000.0,7000000.0,1000000.0,8000000.0
netReceivables,6056000000.0,5553000000.0,6872000000.0,6931000000.0
longTermDebt,8877000000.0,10085000000.0,5415000000.0,4714000000.0
inventory,6781000000.0,4999000000.0,5975000000.0,6149000000.0
accountsPayable,9554000000.0,7993000000.0,7885000000.0,9712000000.0
researchDevelopment,1587000000.0,1589000000.0,1782000000.0,1658000000.0
effectOfAccountingCharges,,,,
incomeBeforeTax,7623000000.0,3835000000.0,4109000000.0,4098000000.0
netIncome,5963000000.0,2751000000.0,3253000000.0,2368000000.0
sellingGeneralAdministrative,2879000000.0,2732000000.0,2999000000.0,2897000000.0
grossProfit,12188000000.0,8934000000.0,9178000000.0,8985000000.0
ebit,8094000000.0,4548000000.0,4310000000.0,4159000000.0
operatingIncome,8094000000.0,4548000000.0,4310000000.0,4159000000.0
otherOperatingExpenses,-372000000.0,65000000.0,87000000.0,271000000.0
interestExpense,-306000000.0,-305000000.0,-232000000.0,-268000000.0
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,1658000000.0,1082000000.0,852000000.0,1727000000.0
totalRevenue,43956000000.0,35514000000.0,39233000000.0,37318000000.0
totalOperatingExpenses,35862000000.0,30966000000.0,34923000000.0,33159000000.0
costOfRevenue,31768000000.0,26580000000.0,30055000000.0,28333000000.0
totalOtherIncomeExpenseNet,-471000000.0,-713000000.0,-201000000.0,-61000000.0
discontinuedOperations,,,,
netIncomeFromContinuingOps,5965000000.0,2753000000.0,3257000000.0,2371000000.0
netIncomeApplicableToCommonShares,5963000000.0,2751000000.0,3253000000.0,2368000000.0
investments,-85000000.0,-37000000.0,-51000000.0,-57000000.0
changeToLiabilities,1884000000.0,-7000000.0,46000000.0,722000000.0
totalCashflowsFromInvestingActivities,-5750000000.0,-3319000000.0,-3924000000.0,-8176000000.0
netBorrowings,2450000000.0,528000000.0,2643000000.0,2516000000.0
totalCashFromFinancingActivities,-1078000000.0,-980000000.0,509000000.0,876000000.0
changeToOperatingActivities,-343000000.0,-186000000.0,-185000000.0,-1026000000.0
issuanceOfStock,148000000.0,331000000.0,178000000.0,217000000.0
changeInCash,953000000.0,3216000000.0,-59000000.0,-5452000000.0
repurchaseOfStock,-2538000000.0,-750000000.0,-1253000000.0,-958000000.0
effectOfExchangeRate,55000000.0,32000000.0,-56000000.0,26000000.0
totalCashFromOperatingActivities,7726000000.0,7483000000.0,3412000000.0,1822000000.0
depreciation,1929000000.0,1985000000.0,1869000000.0,1782000000.0
otherCashflowsFromInvestingActivities,-4935000000.0,-2343000000.0,-2165000000.0,-1563000000.0
dividendsPaid,-1040000000.0,-956000000.0,-943000000.0,-806000000.0
changeToInventory,-2497000000.0,397000000.0,-780000000.0,-1772000000.0
changeToAccountReceivables,969000000.0,2009000000.0,-869000000.0,-1531000000.0
otherCashflowsFromFinancingActivities,-98000000.0,-133000000.0,-116000000.0,-93000000.0
changeToNetincome,-311000000.0,393000000.0,-245000000.0,1600000000.0
capitalExpenditures,-2580000000.0,-2656000000.0,-3449000000.0,-2950000000.0
annualDilutedAverageShares,,,,
